time,arb_id,data_hex,alert_type,detail
1772062242.4178045,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=385 thresh=80
1772062242.4178584,0x200,0001020304050607,,
1772062242.4229186,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=386 thresh=80
1772062242.4283204,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=387 thresh=80
1772062242.4338937,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=388 thresh=80
1772062242.4395247,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=389 thresh=80
1772062242.4449272,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=389 thresh=80
1772062242.4506297,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=390 thresh=80
1772062242.4560456,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=391 thresh=80
1772062242.4611917,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=392 thresh=80
1772062242.4667494,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=393 thresh=80
1772062242.468746,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=394 thresh=80
1772062242.4723513,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=395 thresh=80
1772062242.4776,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=396 thresh=80
1772062242.483162,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=397 thresh=80
1772062242.4887927,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=398 thresh=80
1772062242.4944816,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=398 thresh=80
1772062242.5000002,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=399 thresh=80
1772062242.5056283,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=400 thresh=80
1772062242.5112202,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=401 thresh=80
1772062242.5167685,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=402 thresh=80
1772062242.519427,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=403 thresh=80
1772062242.5195181,0x200,0001020304050607,,
1772062242.5223942,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=404 thresh=80
1772062242.5276265,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=405 thresh=80
1772062242.5331655,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=406 thresh=80
1772062242.5384765,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.5440598,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.5492191,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.5543704,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.5594838,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.5650718,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.5702467,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.57037,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.5753446,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.581041,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.5840328,0x300,0101010101010101,,
1772062242.5861216,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.5912392,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.596992,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6024613,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6079783,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6139238,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.61956,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6199734,0x200,0001020304050607,,
1772062242.6214862,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.625116,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.6302476,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.6358407,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
